match_id,date,format,pitch_type,stadium,difficulty,innings_number,player_name,opponent_name,runs,overs,wickets,is_chasing,result,fifties,hundreds,double_hundreds,triple_hundreds,quadruple_hundreds,quintuple_hundreds,ducks
111,2024-08-01,Test,Green,7,Ultra Insane,2,Joe,Rohan,176,40.0,4,True,Loss,0,1,0,0,0,0,0
112,2024-10-15,T20,Green,8,Ultra Insane,1,Joe,Anya,72,20.0,3,False,Win,1,0,0,0,0,0,0
112,2024-10-15,T20,Green,8,Ultra Insane,2,Anya,Joe,55,10.0,1,True,Loss,1,0,0,0,0,0,0
113,2024-08-29,ODI,Green,9,Ultra Insane,1,Vikram,Leo,170,50.0,1,False,Win,0,1,0,0,0,0,0
113,2024-08-29,ODI,Green,9,Ultra Insane,2,Leo,Vikram,26,20.0,2,True,Loss,0,0,0,0,0,0,0
114,2024-12-24,T20,Bouncy,10,Ultra Insane,1,Karthik,Arjun,54,10.0,1,False,Win,1,0,0,0,0,0,0
114,2024-12-24,T20,Bouncy,10,Ultra Insane,2,Arjun,Karthik,41,5.0,5,True,Loss,0,0,0,0,0,0,0
115,2024-02-10,ODI,Green,11,Medium,1,Nikita,Anya,138,30.0,3,False,Win,0,1,0,0,0,0,0
115,2024-02-10,ODI,Green,11,Medium,2,Anya,Nikita,50,30.0,2,True,Loss,1,0,0,0,0,0,0
116,2024-10-23,T20,Green,12,Hard,1,Sid,Ragz,43,20.0,0,False,Loss,0,0,0,0,0,0,0
116,2024-10-23,T20,Green,12,Hard,2,Ragz,Sid,67,15.0,3,True,Win,1,0,0,0,0,0,0
117,2024-08-25,T20,Normal,13,Ultra Insane,1,Rohan,Leo,50,20.0,1,False,Win,1,0,0,0,0,0,0
117,2024-08-25,T20,Normal,13,Ultra Insane,2,Leo,Rohan,58,20.0,6,True,Loss,1,0,0,0,0,0,0
118,2024-02-04,T20,Normal,1,Medium,1,Sara,Nikita,145,5.0,3,False,Win,0,1,0,0,0,0,0
118,2024-02-04,T20,Normal,1,Medium,2,Nikita,Sara,80,20.0,3,True,Loss,1,0,0,0,0,0,0
119,2024-04-05,Test,Green,2,Hard,1,Joe,Arjun,121,30.0,4,False,Win,0,1,0,0,0,0,0
119,2024-04-05,Test,Green,2,Hard,2,Arjun,Joe,92,50.0,2,True,Loss,1,0,0,0,0,0,0
120,2024-01-18,ODI,Dry,3,Hard,1,Sid,Anya,142,50.0,3,False,Draw,0,1,0,0,0,0,0
120,2024-01-18,ODI,Dry,3,Hard,2,Anya,Sid,15,30.0,2,True,Draw,0,0,0,0,0,0,0
121,2024-02-10,ODI,Green,4,Insane,1,Nikita,Arjun,128,30.0,3,False,Win,0,1,0,0,0,0,0
121,2024-02-10,ODI,Green,4,Insane,2,Arjun,Nikita,118,20.0,4,True,Loss,0,1,0,0,0,0,0
122,2024-06-12,Test,Green,5,Medium,1,Leo,Vikram,15,30.0,2,False,Loss,0,0,0,0,0,0,0
122,2024-06-12,Test,Green,5,Medium,2,Vikram,Leo,562,30.0,1,True,Win,0,0,0,0,0,1,0
123,2024-09-13,Test,Dry,6,Hard,1,Sara,Zafi,287,30.0,2,False,Win,0,0,1,0,0,0,0
123,2024-09-13,Test,Dry,6,Hard,2,Zafi,Sara,247,30.0,3,True,Loss,0,0,1,0,0,0,0
124,2024-04-29,T20,Normal,7,Medium,1,Karthik,Leo,74,20.0,2,False,Win,1,0,0,0,0,0,0
124,2024-04-29,T20,Normal,7,Medium,2,Leo,Karthik,55,10.0,0,True,Loss,1,0,0,0,0,0,0
125,2024-10-19,Test,Bouncy,8,Hard,1,Ragz,Sid,91,60.0,1,False,Draw,1,0,0,0,0,0,0
125,2024-10-19,Test,Bouncy,8,Hard,2,Sid,Ragz,127,50.0,2,True,Draw,0,1,0,0,0,0,0
126,2024-10-02,T20,Normal,9,Hard,1,Sid,Arjun,108,5.0,0,False,Win,0,1,0,0,0,0,0
126,2024-10-02,T20,Normal,9,Hard,2,Arjun,Sid,74,5.0,4,True,Loss,1,0,0,0,0,0,0
127,2024-10-20,ODI,Bouncy,10,Medium,1,Ragz,Arjun,106,50.0,0,False,Loss,0,1,0,0,0,0,0
127,2024-10-20,ODI,Bouncy,10,Medium,2,Arjun,Ragz,115,40.0,3,True,Win,0,1,0,0,0,0,0
128,2024-10-16,Test,Normal,11,Insane,1,Rohan,Sara,79,30.0,3,False,Loss,1,0,0,0,0,0,0
128,2024-10-16,Test,Normal,11,Insane,2,Sara,Rohan,243,60.0,7,True,Win,0,0,1,0,0,0,0
129,2024-07-10,ODI,Green,12,Hard,1,Zafi,Rohan,196,30.0,2,False,Win,0,1,0,0,0,0,0
129,2024-07-10,ODI,Green,12,Hard,2,Rohan,Zafi,356,40.0,3,True,Loss,0,0,0,1,0,0,0
130,2024-04-11,T20,Bouncy,13,Medium,1,Leo,Arjun,144,15.0,3,False,Win,0,1,0,0,0,0,0
130,2024-04-11,T20,Bouncy,13,Medium,2,Arjun,Leo,65,10.0,2,True,Loss,1,0,0,0,0,0,0
131,2024-07-17,T20,Normal,1,Medium,1,Anya,Vikram,40,15.0,1,False,Loss,0,0,0,0,0,0,0
131,2024-07-17,T20,Normal,1,Medium,2,Vikram,Anya,140,5.0,1,True,Win,0,1,0,0,0,0,0
132,2024-09-23,ODI,Dry,2,Medium,1,Vikram,Sara,196,40.0,2,False,Win,0,1,0,0,0,0,0
132,2024-09-23,ODI,Dry,2,Medium,2,Sara,Vikram,90,50.0,2,True,Loss,1,0,0,0,0,0,0
133,2024-06-02,ODI,Normal,3,Ultra Insane,1,Sid,Zafi,99,20.0,7,False,Win,1,0,0,0,0,0,0
133,2024-06-02,ODI,Normal,3,Ultra Insane,2,Zafi,Sid,90,40.0,2,True,Loss,1,0,0,0,0,0,0
134,2024-10-07,ODI,Dry,4,Ultra Insane,1,Leo,Ragz,78,50.0,2,False,Loss,1,0,0,0,0,0,0
134,2024-10-07,ODI,Dry,4,Ultra Insane,2,Ragz,Leo,18,50.0,4,True,Win,0,0,0,0,0,0,0
135,2024-06-06,ODI,Bouncy,5,Insane,1,Rohan,Vikram,71,30.0,2,False,Loss,1,0,0,0,0,0,0
135,2024-06-06,ODI,Bouncy,5,Insane,2,Vikram,Rohan,84,50.0,1,True,Win,1,0,0,0,0,0,0
136,2024-03-11,ODI,Green,6,Ultra Insane,1,Leo,Rohan,9,40.0,5,False,Win,0,0,0,0,0,0,0
136,2024-03-11,ODI,Green,6,Ultra Insane,2,Rohan,Leo,94,30.0,1,True,Loss,1,0,0,0,0,0,0
137,2024-04-27,ODI,Dry,7,Hard,1,Zafi,Arjun,63,20.0,2,False,Loss,1,0,0,0,0,0,0
137,2024-04-27,ODI,Dry,7,Hard,2,Arjun,Zafi,26,20.0,4,True,Win,0,0,0,0,0,0,0
138,2024-05-31,ODI,Bouncy,8,Ultra Insane,1,Rohan,Leo,79,40.0,3,False,Loss,1,0,0,0,0,0,0
138,2024-05-31,ODI,Bouncy,8,Ultra Insane,2,Leo,Rohan,63,20.0,3,True,Win,1,0,0,0,0,0,0
139,2024-05-29,T20,Green,9,Insane,1,Joe,Sid,129,20.0,2,False,Win,0,1,0,0,0,0,0
139,2024-05-29,T20,Green,9,Insane,2,Sid,Joe,224,5.0,3,True,Loss,0,0,1,0,0,0,0
140,2024-03-25,ODI,Bouncy,10,Ultra Insane,1,Karthik,Anya,205,30.0,3,False,Win,0,0,1,0,0,0,0
140,2024-03-25,ODI,Bouncy,10,Ultra Insane,2,Anya,Karthik,197,40.0,4,True,Loss,0,1,0,0,0,0,0
141,2024-08-16,ODI,Dry,11,Insane,1,Rohan,Arjun,80,20.0,3,False,Loss,1,0,0,0,0,0,0
141,2024-08-16,ODI,Dry,11,Insane,2,Arjun,Rohan,22,50.0,2,True,Win,0,0,0,0,0,0,0
142,2024-05-28,T20,Normal,12,Hard,1,Zafi,Karthik,54,20.0,2,False,Loss,1,0,0,0,0,0,0
142,2024-05-28,T20,Normal,12,Hard,2,Karthik,Zafi,203,10.0,0,True,Win,0,0,1,0,0,0,0
143,2024-06-20,T20,Green,13,Ultra Insane,1,Vikram,Karthik,77,10.0,1,False,Loss,1,0,0,0,0,0,0
143,2024-06-20,T20,Green,13,Ultra Insane,2,Karthik,Vikram,68,5.0,2,True,Win,1,0,0,0,0,0,0
144,2024-07-26,T20,Green,1,Ultra Insane,1,Sid,Joe,142,10.0,5,False,Win,0,1,0,0,0,0,0
144,2024-07-26,T20,Green,1,Ultra Insane,2,Joe,Sid,57,20.0,1,True,Loss,1,0,0,0,0,0,0
145,2024-12-25,Test,Dry,2,Hard,1,Nikita,Karthik,199,60.0,2,False,Win,0,1,0,0,0,0,0
145,2024-12-25,Test,Dry,2,Hard,2,Karthik,Nikita,93,50.0,3,True,Loss,1,0,0,0,0,0,0
146,2024-05-21,ODI,Dry,3,Ultra Insane,1,Vikram,Leo,192,50.0,1,False,Win,0,1,0,0,0,0,0
146,2024-05-21,ODI,Dry,3,Ultra Insane,2,Leo,Vikram,79,40.0,5,True,Loss,1,0,0,0,0,0,0
147,2024-09-18,ODI,Green,4,Insane,1,Anya,Sid,359,40.0,2,False,Loss,0,0,0,1,0,0,0
147,2024-09-18,ODI,Green,4,Insane,2,Sid,Anya,75,20.0,1,True,Win,1,0,0,0,0,0,0
148,2024-10-17,ODI,Dry,5,Insane,1,Karthik,Zafi,92,30.0,1,False,Win,1,0,0,0,0,0,0
148,2024-10-17,ODI,Dry,5,Insane,2,Zafi,Karthik,27,20.0,0,True,Loss,0,0,0,0,0,0,0
149,2024-12-12,T20,Bouncy,6,Insane,1,Zafi,Vikram,14,10.0,3,False,Loss,0,0,0,0,0,0,0
149,2024-12-12,T20,Bouncy,6,Insane,2,Vikram,Zafi,8,5.0,2,True,Win,0,0,0,0,0,0,0
150,2024-01-25,T20,Bouncy,7,Hard,1,Karthik,Sid,43,5.0,0,False,Loss,0,0,0,0,0,0,0
150,2024-01-25,T20,Bouncy,7,Hard,2,Sid,Karthik,51,5.0,1,True,Win,1,0,0,0,0,0,0
151,2024-01-12,ODI,Dry,8,Medium,1,Karthik,Arjun,148,50.0,2,False,Win,0,1,0,0,0,0,0
151,2024-01-12,ODI,Dry,8,Medium,2,Arjun,Karthik,76,40.0,1,True,Loss,1,0,0,0,0,0,0
152,2024-09-10,Test,Dry,9,Hard,1,Arjun,Joe,55,40.0,0,False,Loss,1,0,0,0,0,0,0
152,2024-09-10,Test,Dry,9,Hard,2,Joe,Arjun,238,50.0,1,True,Win,0,0,1,0,0,0,0
153,2024-09-23,T20,Bouncy,10,Insane,1,Joe,Leo,30,10.0,2,False,Win,0,0,0,0,0,0,0
153,2024-09-23,T20,Bouncy,10,Insane,2,Leo,Joe,71,5.0,2,True,Loss,1,0,0,0,0,0,0
154,2024-09-08,T20,Dry,11,Hard,1,Sara,Sid,30,5.0,3,False,Win,0,0,0,0,0,0,0
154,2024-09-08,T20,Dry,11,Hard,2,Sid,Sara,83,20.0,4,True,Loss,1,0,0,0,0,0,0
155,2024-01-07,Test,Normal,12,Insane,1,Sid,Leo,352,50.0,2,False,Win,0,0,0,1,0,0,0
155,2024-01-07,Test,Normal,12,Insane,2,Leo,Sid,139,40.0,3,True,Loss,0,1,0,0,0,0,0
156,2024-11-09,ODI,Dry,13,Hard,1,Joe,Arjun,80,50.0,0,False,Win,1,0,0,0,0,0,0
156,2024-11-09,ODI,Dry,13,Hard,2,Arjun,Joe,172,30.0,2,True,Loss,0,1,0,0,0,0,0
157,2024-06-08,ODI,Normal,1,Medium,1,Nikita,Sid,319,50.0,2,False,Loss,0,0,0,1,0,0,0
157,2024-06-08,ODI,Normal,1,Medium,2,Sid,Nikita,198,20.0,1,True,Win,0,1,0,0,0,0,0
158,2024-02-21,Test,Normal,2,Hard,1,Ragz,Rohan,88,60.0,1,False,Loss,1,0,0,0,0,0,0
158,2024-02-21,Test,Normal,2,Hard,2,Rohan,Ragz,129,40.0,2,True,Win,0,1,0,0,0,0,0
159,2024-07-10,ODI,Normal,3,Hard,1,Zafi,Vikram,120,20.0,1,False,Loss,0,1,0,0,0,0,0
159,2024-07-10,ODI,Normal,3,Hard,2,Vikram,Zafi,227,20.0,1,True,Win,0,0,1,0,0,0,0
160,2024-08-19,ODI,Bouncy,4,Ultra Insane,1,Sid,Leo,69,20.0,2,False,Loss,1,0,0,0,0,0,0
160,2024-08-19,ODI,Bouncy,4,Ultra Insane,2,Leo,Sid,74,20.0,2,True,Win,1,0,0,0,0,0,0
161,2024-03-27,ODI,Green,5,Insane,1,Rohan,Leo,95,20.0,2,False,Loss,1,0,0,0,0,0,0
161,2024-03-27,ODI,Green,5,Insane,2,Leo,Rohan,87,50.0,3,True,Win,1,0,0,0,0,0,0
162,2024-07-29,Test,Normal,6,Hard,1,Sara,Karthik,162,50.0,3,False,Loss,0,1,0,0,0,0,0
162,2024-07-29,Test,Normal,6,Hard,2,Karthik,Sara,99,40.0,0,True,Win,1,0,0,0,0,0,0
163,2024-08-07,ODI,Normal,7,Hard,1,Karthik,Ragz,93,20.0,2,False,Win,1,0,0,0,0,0,0
163,2024-08-07,ODI,Normal,7,Hard,2,Ragz,Karthik,115,20.0,1,True,Loss,0,1,0,0,0,0,0
164,2024-04-14,T20,Normal,8,Hard,1,Joe,Nikita,85,5.0,2,False,Win,1,0,0,0,0,0,0
164,2024-04-14,T20,Normal,8,Hard,2,Nikita,Joe,57,15.0,6,True,Loss,1,0,0,0,0,0,0
165,2024-09-27,ODI,Green,9,Insane,1,Joe,Karthik,108,20.0,4,False,Win,0,1,0,0,0,0,0
165,2024-09-27,ODI,Green,9,Insane,2,Karthik,Joe,71,50.0,1,True,Loss,1,0,0,0,0,0,0
166,2024-05-01,ODI,Dry,10,Ultra Insane,1,Zafi,Sara,26,50.0,3,False,Loss,0,0,0,0,0,0,0
166,2024-05-01,ODI,Dry,10,Ultra Insane,2,Sara,Zafi,113,30.0,5,True,Win,0,1,0,0,0,0,0
167,2024-08-22,Test,Dry,11,Hard,1,Nikita,Zafi,192,30.0,3,False,Win,0,1,0,0,0,0,0
167,2024-08-22,Test,Dry,11,Hard,2,Zafi,Nikita,217,60.0,3,True,Loss,0,0,1,0,0,0,0
168,2024-01-03,T20,Bouncy,12,Hard,1,Arjun,Ragz,135,15.0,2,False,Win,0,1,0,0,0,0,0
168,2024-01-03,T20,Bouncy,12,Hard,2,Ragz,Arjun,63,10.0,0,True,Loss,1,0,0,0,0,0,0
169,2024-05-08,Test,Normal,13,Hard,1,Arjun,Rohan,388,60.0,3,False,Loss,0,0,0,1,0,0,0
169,2024-05-08,Test,Normal,13,Hard,2,Rohan,Arjun,237,50.0,3,True,Win,0,0,1,0,0,0,0
170,2024-03-26,T20,Dry,1,Ultra Insane,1,Zafi,Sid,139,10.0,3,False,Loss,0,1,0,0,0,0,0
170,2024-03-26,T20,Dry,1,Ultra Insane,2,Sid,Zafi,76,15.0,2,True,Win,1,0,0,0,0,0,0
171,2024-04-20,T20,Dry,2,Ultra Insane,1,Arjun,Vikram,50,5.0,1,False,Loss,1,0,0,0,0,0,0
171,2024-04-20,T20,Dry,2,Ultra Insane,2,Vikram,Arjun,91,10.0,2,True,Win,1,0,0,0,0,0,0
172,2024-02-07,T20,Green,3,Ultra Insane,1,Zafi,Rohan,58,10.0,2,False,Win,1,0,0,0,0,0,0
172,2024-02-07,T20,Green,3,Ultra Insane,2,Rohan,Zafi,59,10.0,2,True,Loss,1,0,0,0,0,0,0
173,2024-09-10,Test,Green,4,Insane,1,Rohan,Arjun,197,60.0,3,False,Win,0,1,0,0,0,0,0
173,2024-09-10,Test,Green,4,Insane,2,Arjun,Rohan,81,40.0,5,True,Loss,1,0,0,0,0,0,0
174,2024-06-21,Test,Normal,5,Hard,1,Sara,Rohan,343,60.0,1,False,Win,0,0,0,1,0,0,0
174,2024-06-21,Test,Normal,5,Hard,2,Rohan,Sara,190,30.0,5,True,Loss,0,1,0,0,0,0,0
175,2024-09-16,T20,Normal,6,Insane,1,Rohan,Joe,123,20.0,3,False,Loss,0,1,0,0,0,0,0
175,2024-09-16,T20,Normal,6,Insane,2,Joe,Rohan,68,20.0,3,True,Win,1,0,0,0,0,0,0
176,2024-04-16,Test,Green,7,Ultra Insane,1,Arjun,Ragz,170,30.0,3,False,Loss,0,1,0,0,0,0,0
176,2024-04-16,Test,Green,7,Ultra Insane,2,Ragz,Arjun,232,50.0,3,True,Win,0,0,1,0,0,0,0
177,2024-02-18,T20,Green,8,Ultra Insane,1,Zafi,Sid,160,5.0,1,False,Win,0,1,0,0,0,0,0
177,2024-02-18,T20,Green,8,Ultra Insane,2,Sid,Zafi,56,15.0,3,True,Loss,1,0,0,0,0,0,0
178,2024-10-23,ODI,Green,9,Insane,1,Anya,Sara,98,30.0,3,False,Loss,1,0,0,0,0,0,0
178,2024-10-23,ODI,Green,9,Insane,2,Sara,Anya,80,50.0,0,True,Win,1,0,0,0,0,0,0
179,2024-12-07,Test,Bouncy,10,Insane,1,Nikita,Sid,225,60.0,5,False,Loss,0,0,1,0,0,0,0
179,2024-12-07,Test,Bouncy,10,Insane,2,Sid,Nikita,51,30.0,1,True,Win,1,0,0,0,0,0,0
180,2024-03-24,ODI,Green,11,Medium,1,Sid,Zafi,64,30.0,2,False,Loss,1,0,0,0,0,0,0
180,2024-03-24,ODI,Green,11,Medium,2,Zafi,Sid,65,50.0,1,True,Win,1,0,0,0,0,0,0
181,2024-07-17,ODI,Dry,12,Insane,1,Zafi,Nikita,87,20.0,3,False,Win,1,0,0,0,0,0,0
181,2024-07-17,ODI,Dry,12,Insane,2,Nikita,Zafi,85,40.0,2,True,Loss,1,0,0,0,0,0,0
182,2024-12-10,T20,Normal,13,Ultra Insane,1,Nikita,Joe,57,5.0,1,False,Loss,1,0,0,0,0,0,0
182,2024-12-10,T20,Normal,13,Ultra Insane,2,Joe,Nikita,220,20.0,2,True,Win,0,0,1,0,0,0,0
183,2024-10-15,Test,Dry,1,Ultra Insane,1,Sara,Sid,94,30.0,5,False,Win,1,0,0,0,0,0,0
183,2024-10-15,Test,Dry,1,Ultra Insane,2,Sid,Sara,69,30.0,6,True,Loss,1,0,0,0,0,0,0
184,2024-12-09,Test,Bouncy,2,Insane,1,Vikram,Ragz,57,50.0,1,False,Win,1,0,0,0,0,0,0
184,2024-12-09,Test,Bouncy,2,Insane,2,Ragz,Vikram,180,50.0,3,True,Loss,0,1,0,0,0,0,0
185,2024-03-08,ODI,Green,3,Ultra Insane,1,Zafi,Joe,34,30.0,3,False,Draw,0,0,0,0,0,0,0
185,2024-03-08,ODI,Green,3,Ultra Insane,2,Joe,Zafi,376,50.0,1,True,Draw,0,0,0,1,0,0,0
186,2024-09-04,T20,Bouncy,4,Hard,1,Arjun,Vikram,43,10.0,3,False,Loss,0,0,0,0,0,0,0
186,2024-09-04,T20,Bouncy,4,Hard,2,Vikram,Arjun,115,15.0,3,True,Win,0,1,0,0,0,0,0
187,2024-03-14,Test,Green,5,Medium,1,Karthik,Zafi,234,60.0,3,False,Win,0,0,1,0,0,0,0
187,2024-03-14,Test,Green,5,Medium,2,Zafi,Karthik,125,60.0,3,True,Loss,0,1,0,0,0,0,0
188,2024-09-19,ODI,Normal,6,Hard,1,Sid,Arjun,137,50.0,2,False,Win,0,1,0,0,0,0,0
188,2024-09-19,ODI,Normal,6,Hard,2,Arjun,Sid,61,40.0,4,True,Loss,1,0,0,0,0,0,0
189,2024-10-28,T20,Dry,7,Ultra Insane,1,Sid,Leo,75,15.0,4,False,Draw,1,0,0,0,0,0,0
189,2024-10-28,T20,Dry,7,Ultra Insane,2,Leo,Sid,47,15.0,3,True,Draw,0,0,0,0,0,0,0
190,2024-07-14,Test,Green,8,Hard,1,Nikita,Karthik,3,30.0,3,False,Loss,0,0,0,0,0,0,0
190,2024-07-14,Test,Green,8,Hard,2,Karthik,Nikita,132,40.0,2,True,Win,0,1,0,0,0,0,0
191,2024-12-29,T20,Bouncy,9,Medium,1,Arjun,Nikita,142,20.0,3,False,Loss,0,1,0,0,0,0,0
191,2024-12-29,T20,Bouncy,9,Medium,2,Nikita,Arjun,30,20.0,1,True,Win,0,0,0,0,0,0,0
192,2024-06-11,ODI,Dry,10,Medium,1,Arjun,Leo,160,50.0,1,False,Loss,0,1,0,0,0,0,0
192,2024-06-11,ODI,Dry,10,Medium,2,Leo,Arjun,143,40.0,3,True,Win,0,1,0,0,0,0,0
193,2024-09-27,T20,Green,11,Hard,1,Sid,Vikram,33,15.0,3,False,Loss,0,0,0,0,0,0,0
193,2024-09-27,T20,Green,11,Hard,2,Vikram,Sid,60,15.0,0,True,Win,1,0,0,0,0,0,0
194,2024-05-27,ODI,Dry,12,Insane,1,Vikram,Leo,4,50.0,2,False,Win,0,0,0,0,0,0,0
194,2024-05-27,ODI,Dry,12,Insane,2,Leo,Vikram,54,20.0,0,True,Loss,1,0,0,0,0,0,0
195,2024-04-26,ODI,Green,13,Insane,1,Karthik,Leo,93,20.0,4,False,Win,1,0,0,0,0,0,0
195,2024-04-26,ODI,Green,13,Insane,2,Leo,Karthik,9,20.0,1,True,Loss,0,0,0,0,0,0,0
196,2024-03-31,T20,Green,1,Hard,1,Nikita,Joe,118,10.0,4,False,Loss,0,1,0,0,0,0,0
196,2024-03-31,T20,Green,1,Hard,2,Joe,Nikita,7,20.0,0,True,Win,0,0,0,0,0,0,0
197,2024-12-09,ODI,Green,2,Ultra Insane,1,Nikita,Sara,26,30.0,5,False,Loss,0,0,0,0,0,0,0
197,2024-12-09,ODI,Green,2,Ultra Insane,2,Sara,Nikita,89,40.0,5,True,Win,1,0,0,0,0,0,0
198,2024-04-29,T20,Bouncy,3,Ultra Insane,1,Joe,Ragz,63,10.0,2,False,Loss,1,0,0,0,0,0,0
198,2024-04-29,T20,Bouncy,3,Ultra Insane,2,Ragz,Joe,58,10.0,1,True,Win,1,0,0,0,0,0,0
199,2024-03-08,T20,Dry,4,Medium,1,Sid,Zafi,67,20.0,2,False,Loss,1,0,0,0,0,0,0
199,2024-03-08,T20,Dry,4,Medium,2,Zafi,Sid,189,15.0,2,True,Win,0,1,0,0,0,0,0
200,2024-09-24,T20,Green,5,Medium,1,Leo,Ragz,87,15.0,2,False,Win,1,0,0,0,0,0,0
200,2024-09-24,T20,Green,5,Medium,2,Ragz,Leo,92,5.0,1,True,Loss,1,0,0,0,0,0,0
201,2024-07-19,ODI,Bouncy,6,Medium,1,Sid,Arjun,253,20.0,1,False,Draw,0,0,1,0,0,0,0
201,2024-07-19,ODI,Bouncy,6,Medium,2,Arjun,Sid,133,30.0,3,True,Draw,0,1,0,0,0,0,0
202,2024-05-11,ODI,Green,7,Medium,1,Anya,Sara,120,40.0,1,False,Loss,0,1,0,0,0,0,0
202,2024-05-11,ODI,Green,7,Medium,2,Sara,Anya,85,30.0,1,True,Win,1,0,0,0,0,0,0
203,2024-12-12,T20,Green,8,Insane,1,Sara,Sid,0,15.0,0,False,Win,0,0,0,0,0,0,1
203,2024-12-12,T20,Green,8,Insane,2,Sid,Sara,74,5.0,1,True,Loss,1,0,0,0,0,0,0
204,2024-05-15,T20,Normal,9,Medium,1,Karthik,Sara,117,15.0,0,False,Win,0,1,0,0,0,0,0
204,2024-05-15,T20,Normal,9,Medium,2,Sara,Karthik,9,15.0,2,True,Loss,0,0,0,0,0,0,0
205,2024-07-07,T20,Dry,10,Hard,1,Leo,Zafi,138,10.0,2,False,Loss,0,1,0,0,0,0,0
205,2024-07-07,T20,Dry,10,Hard,2,Zafi,Leo,7,20.0,3,True,Win,0,0,0,0,0,0,0
206,2024-02-06,ODI,Normal,11,Medium,1,Sid,Ragz,401,20.0,1,False,Loss,0,0,0,0,1,0,0
206,2024-02-06,ODI,Normal,11,Medium,2,Ragz,Sid,175,20.0,0,True,Win,0,1,0,0,0,0,0
207,2024-07-10,T20,Dry,12,Medium,1,Joe,Anya,105,15.0,1,False,Win,0,1,0,0,0,0,0
207,2024-07-10,T20,Dry,12,Medium,2,Anya,Joe,64,20.0,1,True,Loss,1,0,0,0,0,0,0
208,2024-04-18,Test,Dry,13,Insane,1,Anya,Nikita,59,60.0,4,False,Loss,1,0,0,0,0,0,0
208,2024-04-18,Test,Dry,13,Insane,2,Nikita,Anya,322,40.0,1,True,Win,0,0,0,1,0,0,0
209,2024-06-23,Test,Bouncy,1,Ultra Insane,1,Rohan,Sara,10,60.0,3,False,Loss,0,0,0,0,0,0,0
209,2024-06-23,Test,Bouncy,1,Ultra Insane,2,Sara,Rohan,245,60.0,5,True,Win,0,0,1,0,0,0,0
210,2024-10-11,Test,Bouncy,2,Hard,1,Zafi,Rohan,474,30.0,2,False,Win,0,0,0,0,1,0,0
210,2024-10-11,Test,Bouncy,2,Hard,2,Rohan,Zafi,94,30.0,3,True,Loss,1,0,0,0,0,0,0
211,2024-01-02,ODI,Bouncy,3,Ultra Insane,1,Rohan,Ragz,75,20.0,1,False,Win,1,0,0,0,0,0,0
211,2024-01-02,ODI,Bouncy,3,Ultra Insane,2,Ragz,Rohan,328,30.0,2,True,Loss,0,0,0,1,0,0,0
212,2024-12-22,Test,Green,4,Insane,1,Sid,Arjun,212,30.0,2,False,Win,0,0,1,0,0,0,0
212,2024-12-22,Test,Green,4,Insane,2,Arjun,Sid,2,30.0,4,True,Loss,0,0,0,0,0,0,0
213,2024-05-01,T20,Normal,5,Ultra Insane,1,Arjun,Sara,121,10.0,6,False,Loss,0,1,0,0,0,0,0
213,2024-05-01,T20,Normal,5,Ultra Insane,2,Sara,Arjun,31,5.0,0,True,Win,0,0,0,0,0,0,0
214,2024-06-15,T20,Bouncy,6,Medium,1,Sid,Anya,30,10.0,0,False,Win,0,0,0,0,0,0,0
214,2024-06-15,T20,Bouncy,6,Medium,2,Anya,Sid,82,20.0,2,True,Loss,1,0,0,0,0,0,0
215,2024-07-20,T20,Dry,7,Ultra Insane,1,Leo,Arjun,236,20.0,4,False,Win,0,0,1,0,0,0,0
215,2024-07-20,T20,Dry,7,Ultra Insane,2,Arjun,Leo,85,20.0,4,True,Loss,1,0,0,0,0,0,0
216,2024-12-09,ODI,Dry,8,Hard,1,Nikita,Sid,122,40.0,1,False,Loss,0,1,0,0,0,0,0
216,2024-12-09,ODI,Dry,8,Hard,2,Sid,Nikita,183,40.0,1,True,Win,0,1,0,0,0,0,0
217,2024-11-01,Test,Bouncy,9,Ultra Insane,1,Rohan,Anya,67,40.0,2,False,Loss,1,0,0,0,0,0,0
217,2024-11-01,Test,Bouncy,9,Ultra Insane,2,Anya,Rohan,87,40.0,4,True,Win,1,0,0,0,0,0,0
218,2024-10-11,T20,Dry,10,Insane,1,Joe,Sara,61,5.0,0,False,Loss,1,0,0,0,0,0,0
218,2024-10-11,T20,Dry,10,Insane,2,Sara,Joe,210,20.0,2,True,Win,0,0,1,0,0,0,0
219,2024-10-31,ODI,Dry,11,Medium,1,Rohan,Sara,71,20.0,2,False,Loss,1,0,0,0,0,0,0
219,2024-10-31,ODI,Dry,11,Medium,2,Sara,Rohan,56,50.0,1,True,Win,1,0,0,0,0,0,0
220,2024-12-06,T20,Normal,12,Ultra Insane,1,Arjun,Karthik,122,10.0,5,False,Loss,0,1,0,0,0,0,0
220,2024-12-06,T20,Normal,12,Ultra Insane,2,Karthik,Arjun,61,10.0,5,True,Win,1,0,0,0,0,0,0
221,2024-09-06,T20,Dry,13,Hard,1,Sara,Karthik,55,15.0,0,False,Win,1,0,0,0,0,0,0
221,2024-09-06,T20,Dry,13,Hard,2,Karthik,Sara,150,5.0,2,True,Loss,0,1,0,0,0,0,0
222,2024-03-31,T20,Dry,1,Hard,1,Sara,Zafi,2,5.0,1,False,Loss,0,0,0,0,0,0,0
222,2024-03-31,T20,Dry,1,Hard,2,Zafi,Sara,50,10.0,2,True,Win,1,0,0,0,0,0,0
